id,address,postcode,public_body,removal_proposal_sent,public_body_representation_made,bt_initial_decision,bt_initial_decision_date,public_body_review_requested,bt_final_decision,bt_final_decision_date,latitude,longitude,geocoded_postcode,geocoding_status
143,Court Rd Junction Of Charterhouse Rd Charterhouse Road Orpington,BR6 9EJ,Bromley London Borough,01/08/2023,Yes,Remove,30/10/2023,No,Remove,30/10/2023,51.367838,0.099083,BR6 9EJ,ok
144,Outside No 243-Nr Albert Road Bevington Road Birmingham,B6 6HT,Birmingham District (B),01/08/2023,No,Remove,01/11/2023,No,Remove,01/11/2023,52.504754,-1.887721,B6 6HT,ok
145,Outside Co Op Bakery Bromsgrove Road Halesowen,B63 3HJ,Dudley District (B),01/08/2023,Yes,Remove,03/11/2023,No,Remove,03/11/2023,52.448728,-2.044929,B63 3HJ,ok
146,Junction Of 105 Primula St Westway London,W12 0SD,Hammersmith and Fulham,01/08/2023,No,Remove,01/11/2023,No,Remove,01/11/2023,51.51463,-0.240455,W12 0SD,ok
147,Opposite Kingswood Rd Fulham Palace Road London,SW6 6UB,Hammersmith and Fulham,01/08/2023,No,Remove,01/11/2023,No,Remove,01/11/2023,51.478521,-0.216989,SW6 6UB,ok
148,North Pole Road London,W10 6QL,Hammersmith and Fulham,01/08/2023,No,Remove,01/11/2023,No,Remove,01/11/2023,51.519823,-0.22757,W10 6QL,ok
149,Outside Littlehaven Railway Stn Rusper Road Horsham,RH12 5QW,Horsham District,01/08/2023,No,Remove,01/11/2023,No,Remove,01/11/2023,51.082205,-0.307007,RH12 5QW,ok
150,Outside University Of Birmingham Pritchatts Road Birmingham,B15 2SE,Birmingham District (B),01/08/2023,No,Remove,01/11/2023,No,Remove,01/11/2023,52.45447,-1.930876,B15 2SE,ok
151,Lynholmes Rise Lynholmes Road Matlock,DE4 3DW,Derbyshire Dales District,02/08/2023,No,Remove,06/11/2023,No,Remove,06/11/2023,53.137884,-1.54431,DE4 3DW,ok
152,Smarts Avenue Lichfield,WS14 0PB,Lichfield District,02/08/2023,Yes,Remove,07/11/2023,No,Remove,07/11/2023,52.609929,-1.835247,WS14 0PB,ok
153,Junction Dalby Rd Queensway Melton Mowbray,LE13 0DW,Melton District (B),02/08/2023,No,Remove,07/11/2023,No,Remove,07/11/2023,52.750711,-0.884941,LE13 0DW,ok
154,Caldmore Green Walsall,WS1 3RL,Walsall District (B),02/08/2023,No,Remove,03/11/2023,No,Remove,03/11/2023,52.576519,-1.98248,WS1 3RL,ok
155,Chase Road Brownhills Walsall,WS8 6JE,Walsall District (B),02/08/2023,No,Remove,03/11/2023,No,Remove,03/11/2023,52.654743,-1.923095,WS8 6JE,ok
156,Bilston Lane Willenhall,WV13 2QF,Walsall District (B),02/08/2023,No,Remove,03/11/2023,No,Remove,03/11/2023,52.58258,-2.043828,WV13 2QF,ok
157,Junction Holyhead Rd Dangerfield Lane Wednesbury,WS10 7SE,Walsall District (B),02/08/2023,No,Remove,03/11/2023,No,Remove,03/11/2023,52.558687,-2.037772,WS10 7SE,ok
158,Outside Shops Lutterworth Road Blaby Leicester,LE8 4DW,Blaby District,02/08/2023,No,Remove,06/11/2023,No,Remove,06/11/2023,52.573339,-1.165098,LE8 4DW,ok
159,Outside No 65 Mitton Road. Mitton Road Whalley Clitheroe,BB7 9RY,Ribble Valley District (B),02/08/2023,No,Remove,03/11/2023,No,Remove,03/11/2023,53.826359,-2.417061,BB7 9RY,ok
160,Cnr Otford Rd Bradbourne Vale Road Sevenoaks,TN13 3QJ,Sevenoaks District,02/08/2023,Yes,Remove,06/11/2023,No,Remove,06/11/2023,51.288118,0.191538,TN13 3QJ,ok
161,Kiosk 715416 Nr Junction Uplands Road Severn Road Oadby Leicester,LE2 4FZ,Oadby and Wigston District (B),02/08/2023,No,Remove,03/11/2023,No,Remove,03/11/2023,52.597515,-1.064259,LE2 4FZ,ok
162,The Street Capel Dorking,RH5 5EN,Mole Valley District,02/08/2023,Yes,Remove,07/11/2023,No,Remove,07/11/2023,51.150448,-0.322943,RH5 5EN,ok
163,Junction Of Whalley Road Billington Gardens Billington Clitheroe,BB7 9LX,Ribble Valley District (B),02/08/2023,No,Remove,03/11/2023,No,Remove,03/11/2023,53.815637,-2.421936,BB7 9LX,ok
164,Outside Petre Arms Hotel Whalley Road Langho Blackburn,BB6 8AB,Ribble Valley District (B),02/08/2023,No,Remove,03/11/2023,No,Remove,03/11/2023,53.809936,-2.440117,BB6 8AB,ok
165,Outside Ate Branch Road Mellor Brook Blackburn,BB2 7NY,Ribble Valley District (B),02/08/2023,No,Remove,03/11/2023,No,Remove,03/11/2023,53.773094,-2.547262,BB2 7NY,ok
166,Opposite Sidney 2 Aylestone Lane Wigston,LE18 1BD,Oadby and Wigston District (B),02/08/2023,No,Remove,03/11/2023,No,Remove,03/11/2023,52.590905,-1.120362,LE18 1BD,ok
167,Frenches Rd Opposite Gordon Rd Frenches Road Redhill,RH1 2HE,Reigate and Banstead District (B),02/08/2023,No,Remove,03/11/2023,No,Remove,03/11/2023,51.246118,-0.164923,RH1 2HE,ok
168,Junction Glenmore Ave Glenfields Shepshed Loughborough,LE12 9LF,Charnwood District (B),02/08/2023,Yes,Remove,06/11/2023,No,Remove,06/11/2023,52.770101,-1.298313,LE12 9LF,ok
169,Outside The Stores Coalford Jackfield Telford,TF8 7NA,Telford and Wrekin (B),02/08/2023,Yes,Remove,10/11/2023,No,Remove,10/11/2023,52.62558,-2.471744,TF8 7NA,ok
170,Kiosk Opposite Junction Church Lane High Street Whetstone Leicester,LE8 6LP,Blaby District,02/08/2023,No,Remove,06/11/2023,No,Remove,06/11/2023,52.572625,-1.180029,LE8 6LP,ok
171,Opposite Memorial Institute Stopper Lane Rimington Clitheroe,BB7 4DU,Ribble Valley District (B),02/08/2023,No,Remove,03/11/2023,No,Remove,03/11/2023,53.908465,-2.28781,BB7 4DU,ok
172,Adjacent The Parkway Gainsborough Drive Wolverhampton,WV6 7NR,South Staffordshire District,02/08/2023,No,Remove,20/11/2023,No,Remove,20/11/2023,52.597488,-2.193058,WV6 7NR,ok
173,A449 Layby Near Island Billy Buns Lane Wombourne Wolverhampton,WV5 9BP,South Staffordshire District,02/08/2023,No,Remove,20/11/2023,No,Remove,20/11/2023,52.540478,-2.184933,WV5 9BP,ok
174,Outside Oaken Post Office Oaken Lanes Codsall Wolverhampton,WV8 2AQ,South Staffordshire District,02/08/2023,No,Remove,20/11/2023,No,Remove,20/11/2023,52.626357,-2.202197,WV8 2AQ,ok
175,Upper Dunstead Road Langley Mill Nottingham,NG16 4FJ,Amber Valley District (B),02/08/2023,No,Remove,02/11/2023,No,Remove,02/11/2023,53.023467,-1.336973,NG16 4FJ,ok
176,Junction Arthur Evans Close Birch Lane Brereton Rugeley,WS15 1EJ,Cannock Chase District,03/08/2023,No,Remove,11/10/2023,No,Remove,11/10/2023,52.744013,-1.927147,WS15 1EJ,ok
177,Green Arbour Road Thurcroft Rotherham,S66 9LA,Rotherham District (B),03/08/2023,Yes,Remove,08/11/2023,No,Remove,08/11/2023,53.395827,-1.257245,S66 9LA,ok
178,Sandygate Wath-Upon-Dearne Rotherham,S63 7LU,Rotherham District (B),03/08/2023,Yes,Remove,08/11/2023,No,Remove,08/11/2023,53.498389,-1.340192,S63 7LU,ok
179,Junction Windsor Rd Gateford Road Worksop,S80 1DY,Bassetlaw District,03/08/2023,No,Remove,16/11/2023,No,Remove,16/11/2023,53.308196,-1.12359,S80 1DY,ok
180,Cheapside Worksop,S80 2HX,Bassetlaw District,03/08/2023,No,Remove,16/11/2023,No,Remove,16/11/2023,53.302698,-1.114324,S80 2HX,ok
181,Outside Cannon Hotel Carlton Road Worksop,S80 1PD,Bassetlaw District,03/08/2023,No,Remove,16/11/2023,No,Remove,16/11/2023,53.308431,-1.12252,S80 1PD,ok
182,Junction Almond Tree Road School Road Wales Sheffield,S26 5QG,Rotherham District (B),03/08/2023,Yes,Remove,08/11/2023,No,Remove,08/11/2023,53.341104,-1.285216,S26 5QG,ok
183,Outside No 1 School Road South Runcton Kings Lynn,PE33 0EN,King's Lynn and West Norfolk District (B),04/08/2023,Yes,Remove,11/04/2024,No,Remove,11/04/2024,52.649515,0.410891,PE33 0EN,ok
184,Opposite No 35 Wisbech Road Kings Lynn,PE30 5JP,King's Lynn and West Norfolk District (B),04/08/2023,Yes,Remove,11/04/2024,No,Remove,11/04/2024,52.743123,0.39657,PE30 5JP,ok
185,Jn Lane End School Road High Green Sheffield,S35 3JG,Sheffield District (B),04/08/2023,Yes,Remove,08/11/2023,No,Remove,08/11/2023,53.467961,-1.476238,S35 3JG,ok
186,Outside 286 Ringinglow Road Sheffield,S11 7PX,Sheffield District (B),04/08/2023,Yes,Remove,08/11/2023,No,Remove,08/11/2023,53.355141,-1.527245,S11 7PX,ok
187,In Bus Shelter Nr Market Pl Pco2 Bridge Street Downham Market,PE38 9DH,King's Lynn and West Norfolk District (B),04/08/2023,Yes,Remove,11/04/2024,No,Remove,11/04/2024,52.602928,0.376165,PE38 9DH,ok
188,Opposite Beeley Ph.Middlewood Rd Winn Gardens Sheffield,S6 1UF,Sheffield District (B),04/08/2023,Yes,Remove,08/11/2023,No,Remove,08/11/2023,53.419157,-1.511355,S6 1UF,ok
189,Cnr Winthorpe Rd Meering Avenue Newark,NG24 2BL,Newark and Sherwood District,04/08/2023,No,Remove,21/11/2023,No,Remove,21/11/2023,53.091412,-0.796164,NG24 2BL,ok
190,Cnr Barnby Rd Cromwell Road Newark,NG24 1RP,Newark and Sherwood District,04/08/2023,Yes,Remove,21/11/2023,No,Remove,21/11/2023,53.072578,-0.796077,NG24 1RP,ok
191,Junction Of Ormond Way Hazlebarrow Road Sheffield,S8 8AU,Sheffield District (B),04/08/2023,Yes,Remove,08/11/2023,No,Remove,08/11/2023,53.325035,-1.462704,S8 8AU,ok
192,Junction Of Manchester Road Unsliven Road Stocksbridge Sheffield,S36 1FT,Sheffield District (B),04/08/2023,Yes,Remove,08/11/2023,No,Remove,08/11/2023,53.487383,-1.615721,S36 1FT,ok
193,Fen Road Ruskington Sleaford,NG34 9TH,North Kesteven District,04/08/2023,Yes,Remove,21/11/2023,No,Remove,21/11/2023,53.047082,-0.364107,NG34 9TH,ok
194,Skelton Lane Woodhouse Sheffield,S13 7JT,Sheffield District (B),04/08/2023,Yes,Remove,08/11/2023,No,Remove,08/11/2023,53.356076,-1.371206,S13 7JT,ok
195,Junction Carfield Rd Gleadless Road Sheffield,S2 3AH,Sheffield District (B),04/08/2023,Yes,Remove,08/11/2023,No,Remove,08/11/2023,53.359362,-1.464541,S2 3AH,ok
196,Near Junction Vaughton Hill Manchester Road Deepcar Sheffield,S36 2QX,Sheffield District (B),04/08/2023,Yes,Remove,08/11/2023,No,Remove,08/11/2023,53.477874,-1.568465,S36 2QX,ok
197,Opposite Junction Molloy Street Valley Road Sheffield,S8 9GA,Sheffield District (B),04/08/2023,Yes,Remove,08/11/2023,No,Remove,08/11/2023,53.355718,-1.471934,S8 9GA,ok
198,Junction Queen Street High Street Mosborough Sheffield,S20 5AF,Sheffield District (B),04/08/2023,Yes,Remove,08/11/2023,No,Remove,08/11/2023,53.324396,-1.361913,S20 5AF,ok
199,Junction Foxhill Rd Birley Rise Road Sheffield,S6 1HQ,Sheffield District (B),04/08/2023,Yes,Remove,08/11/2023,No,Remove,08/11/2023,53.423179,-1.501588,S6 1HQ,ok
200,Junction White Ln Outside Norfolk Arm Warren Lane Chapeltown Sheffield,S35 2YB,Sheffield District (B),04/08/2023,Yes,Remove,08/11/2023,No,Remove,08/11/2023,53.472929,-1.461398,S35 2YB,ok
201,Outside Lloyds Pharmacy Market Square Sheffield,S13 7JX,Sheffield District (B),04/08/2023,Yes,Remove,08/11/2023,No,Remove,08/11/2023,53.358755,-1.369604,S13 7JX,ok
202,Station Road Long Buckby Northampton,NN6 7QA,Daventry District,04/08/2023,Yes,Remove,21/11/2023,Yes,Remove,18/12/2023,52.297405,-1.085825,NN6 7QA,ok
203,Outside Council Bldgs Spratton Road Brixworth Northampton,NN6 9DS,Daventry District,04/08/2023,No,Remove,21/11/2023,No,Remove,21/11/2023,52.327782,-0.908803,NN6 9DS,ok
204,St. Michaels Lane Wollaston Wellingborough,NN29 7QH,Wellingborough District (B),04/08/2023,No,Remove,08/11/2023,No,Remove,08/11/2023,52.254999,-0.672389,NN29 7QH,ok
205,Church Street Carlton Barnsley,S71 3EU,Barnsley District (B),04/08/2023,No,Remove,29/11/2023,No,Remove,29/11/2023,53.585909,-1.446899,S71 3EU,ok
206,Market Place Caistor Market Rasen,LN7 6QE,West Lindsey District,04/08/2023,Yes,Remove,11/10/2023,No,Remove,10/11/2023,53.497359,-0.315326,LN7 6QE,ok
207,The Crescent Market Harborough,LE16 7JJ,Harborough District,04/08/2023,No,Remove,11/10/2023,No,Remove,11/10/2023,52.4837,-0.916938,LE16 7JJ,ok
208,Opposite East Ave Oakley Road Corby,NN17 1NA,Corby District (B),04/08/2023,No,Remove,11/10/2023,No,Remove,11/10/2023,52.487477,-0.68714,NN17 1NA,ok
209,Whilton Locks Whilton Daventry,NN11 2NH,Daventry District,04/08/2023,No,Remove,21/11/2023,No,Remove,21/11/2023,52.274961,-1.097015,NN11 2NH,ok
210,Outside Library Market Place Long Buckby Northampton,NN6 7RR,Daventry District,04/08/2023,No,Remove,21/11/2023,No,Remove,21/11/2023,52.302669,-1.080672,NN6 7RR,ok
211,Opposite Lincoln Way Christchurch Drive Daventry,NN11 4TL,Daventry District,04/08/2023,No,Remove,21/11/2023,No,Remove,21/11/2023,52.248302,-1.163954,NN11 4TL,ok
212,Trafalgar Way Daventry,NN11 4LY,Daventry District,04/08/2023,No,Remove,21/11/2023,No,Remove,21/11/2023,52.255423,-1.151441,NN11 4LY,ok
213,The Green Byfield Daventry,NN11 6UT,Daventry District,04/08/2023,Yes,Remove,21/11/2023,Yes,Remove,18/12/2023,52.17398,-1.244825,NN11 6UT,ok
214,Stows Manor Farm Roman Bank Ingoldmells Skegness,PE25 1HZ,East Lindsey District,04/08/2023,No,Remove,21/11/2023,No,Remove,21/11/2023,53.174141,0.349975,PE25 1HZ,ok
215,Lea Road Gainsborough,DN21 1AF,West Lindsey District,04/08/2023,Yes,Remove,11/10/2023,No,Remove,10/11/2023,53.387439,-0.770272,DN21 1AF,ok
216,Near The Station Station Road Lydney,GL15 5EW,Forest of Dean District,09/08/2023,No,Remove,05/02/2024,No,Remove,05/02/2024,51.715065,-2.532627,GL15 5EW,ok
217,The Green Wennington Rainham,RM13 9DX,Havering London Borough,15/08/2023,No,Remove,15/11/2023,No,Remove,15/11/2023,51.505762,0.21877,RM13 9DX,ok
218,Adjacent 70-76 New Street Whitchurch Road Wem Shrewsbury,SY4 5QR,Shropshire,15/08/2023,Yes,Remove,05/12/2023,No,Remove,09/01/2024,52.864131,-2.71881,SY4 5QR,ok
219,High Street Albrighton Wolverhampton,WV7 3JA,Shropshire,15/08/2023,No,Remove,05/12/2023,No,Remove,05/12/2023,52.633985,-2.275255,WV7 3JA,ok
220,Junction Waylands Rd Whitchurch Railway Station Station Road Whitchurch,SY13 1RL,Shropshire,15/08/2023,Yes,Remove,05/12/2023,No,Remove,09/01/2024,52.967978,-2.672515,SY13 1RL,ok
221,Off Saddleworth Rd Pontypool Walk Romford,RM3 8YD,Havering London Borough,15/08/2023,No,Remove,15/11/2023,No,Remove,15/11/2023,51.602283,0.212639,RM3 8YD,ok
222,Newport Road Albrighton Wolverhampton,WV7 3NA,Shropshire,15/08/2023,Yes,Remove,05/12/2023,No,Remove,05/12/2023,52.64842,-2.291486,WV7 3NA,ok
223,The Bank Pontesbury Hill Pontesbury Shrewsbury,SY5 0XX,Shropshire,15/08/2023,Yes,Remove,05/12/2023,No,Remove,09/01/2024,52.646585,-2.891271,SY5 0XX,ok
224,Cound Shrewsbury,SY5 6AF,Shropshire,15/08/2023,No,Remove,05/12/2023,No,Remove,05/12/2023,52.640203,-2.634414,SY5 6AF,ok
225,Minton Church Stretton,SY6 6PS,Shropshire,15/08/2023,Yes,Remove,05/12/2023,No,Remove,09/01/2024,52.510751,-2.842651,SY6 6PS,ok
226,Marshbrook Church Stretton,SY6 6RQ,Shropshire,15/08/2023,No,Remove,05/12/2023,No,Remove,05/12/2023,52.489956,-2.815758,SY6 6RQ,ok
227,All Stretton Church Stretton,SY6 6HF,Shropshire,15/08/2023,Yes,Remove,05/12/2023,No,Remove,09/01/2024,52.55321,-2.798644,SY6 6HF,ok
228,Target House Bryant Avenue Romford,RM3 0AP,Havering London Borough,15/08/2023,No,Remove,15/11/2023,No,Remove,15/11/2023,51.591636,0.2183,RM3 0AP,ok
229,Junction Of Cranham Rd Brentwood Road Romford,RM1 2EL,Havering London Borough,15/08/2023,No,Remove,15/11/2023,No,Remove,15/11/2023,51.572024,0.19098,RM1 2EL,ok
230,Near Gidea Park Station Road Gidea Park Romford,RM2 6BX,Havering London Borough,15/08/2023,No,Remove,15/11/2023,No,Remove,15/11/2023,51.581677,0.207582,RM2 6BX,ok
231,Vernolds Common Craven Arms,SY7 9LP,Shropshire,15/08/2023,Yes,Remove,05/12/2023,No,Remove,09/01/2024,52.422149,-2.778699,SY7 9LP,ok
232,Near Telephone Exchange Plex Road Hadnall Shrewsbury,SY4 3DQ,Shropshire,15/08/2023,No,Remove,05/12/2023,No,Remove,05/12/2023,52.778658,-2.7378,SY4 3DQ,ok
233,Fairfields Road Market Drayton,TF9 1QG,Shropshire,15/08/2023,No,Remove,05/12/2023,No,Remove,05/12/2023,52.909866,-2.481001,TF9 1QG,ok
234,Opposite 161 Ford Lane Rainham,RM13 7BA,Havering London Borough,15/08/2023,No,Remove,15/11/2023,No,Remove,15/11/2023,51.536171,0.184112,RM13 7BA,ok
235,Near 3 Horse Shoes P H South Street Lancing,BN15 8AU,Adur District,15/08/2023,Yes,Remove,16/11/2023,No,Remove,16/11/2023,50.82205,-0.324527,BN15 8AU,ok
236,Junction Of Southend Road Blacksmiths Lane Rainham,RM13 7AD,Havering London Borough,15/08/2023,No,Remove,15/11/2023,No,Remove,15/11/2023,51.531855,0.188404,RM13 7AD,ok
237,Post Office Drayton Road Shawbury Shrewsbury,SY4 4NZ,Shropshire,15/08/2023,No,Remove,05/12/2023,No,Remove,05/12/2023,52.787764,-2.655124,SY4 4NZ,ok
238,Jnctn Bradford St Cheapside Shifnal,TF11 8BN,Shropshire,15/08/2023,No,Remove,05/12/2023,No,Remove,05/12/2023,52.666862,-2.373116,TF11 8BN,ok
239,Little Brampton Clunbury Craven Arms,SY7 0HE,Shropshire,15/08/2023,No,Remove,05/12/2023,No,Remove,05/12/2023,52.419061,-2.924082,SY7 0HE,ok
240,Twitchen Craven Arms,SY7 0HN,Shropshire,15/08/2023,No,Remove,05/12/2023,No,Remove,05/12/2023,52.405271,-2.928557,SY7 0HN,ok
241,Outside No.21 Ferry Road Shoreham-By-Sea,BN43 5RA,Adur District,15/08/2023,Yes,Remove,16/11/2023,No,Remove,16/11/2023,50.829062,-0.271891,BN43 5RA,ok
242,Dalelands Est Clifford Road Market Drayton,TF9 1LZ,Shropshire,15/08/2023,No,Remove,05/12/2023,No,Remove,05/12/2023,52.898099,-2.49856,TF9 1LZ,ok
243,Outside Watling Court Flats Station Road Southwick Brighton,BN42 4AE,Adur District,15/08/2023,Yes,Remove,16/11/2023,No,Remove,16/11/2023,50.832398,-0.236421,BN42 4AE,ok
244,Outside Fishergate School West Road Fishersgate Brighton,BN41 1QH,Adur District,15/08/2023,Yes,Remove,16/11/2023,No,Remove,16/11/2023,50.833335,-0.221673,BN41 1QH,ok
245,Shropshire Street Market Drayton,TF9 3BZ,Shropshire,15/08/2023,No,Remove,05/12/2023,No,Remove,05/12/2023,52.903732,-2.484055,TF9 3BZ,ok
246,Corner Of Fen Lane Ockendon Road Upminster,RM14 3PP,Havering London Borough,15/08/2023,No,Remove,15/11/2023,No,Remove,15/11/2023,51.544482,0.294727,RM14 3PP,ok
247,Outside Po Pco2 Hitchin Road Henlow Camp Henlow,SG16 6DP,Central Bedfordshire,16/08/2023,Yes,Remove,22/11/2023,No,Remove,22/11/2023,52.008154,-0.30395,SG16 6DP,ok
248,Junction Denell Close Ampthill Road Flitwick Bedford,MK45 1AZ,Central Bedfordshire,16/08/2023,No,Remove,22/11/2023,No,Remove,22/11/2023,52.011737,-0.501155,MK45 1AZ,ok
249,Bracklesham Lane Bracklesham Bay Chichester,PO20 8JA,Chichester District,16/08/2023,No,Remove,28/11/2023,No,Remove,28/11/2023,50.765133,-0.85719,PO20 8JA,ok
250,Fairhazel Gardens Goldhurst Terrace London,NW6 3EP,Camden London Borough,16/08/2023,No,Remove,16/11/2023,No,Remove,16/11/2023,51.541067,-0.187159,NW6 3EP,ok
251,Outside Lemon Plaice Ampthill Road Shefford,SG17 5AZ,Central Bedfordshire,16/08/2023,No,Remove,22/11/2023,No,Remove,22/11/2023,52.036668,-0.343156,SG17 5AZ,ok
252,Greenway Campton Shefford,SG17 5BN,Central Bedfordshire,16/08/2023,Yes,Remove,22/11/2023,No,Remove,22/11/2023,52.030924,-0.352289,SG17 5BN,ok
253,Junction Maresfield Gdns Fitzjohns Avenue London,NW3 5LA,Camden London Borough,16/08/2023,No,Remove,16/11/2023,No,Remove,16/11/2023,51.545958,-0.176076,NW3 5LA,ok
254,Birds Hill Heath And Reach Leighton Buzzard,LU7 0AD,Central Bedfordshire,16/08/2023,No,Remove,22/11/2023,No,Remove,22/11/2023,51.944648,-0.655781,LU7 0AD,ok
255,Hazelwood Lane Ampthill Bedford,MK45 2EY,Central Bedfordshire,16/08/2023,No,Remove,22/11/2023,No,Remove,22/11/2023,52.041356,-0.487131,MK45 2EY,ok
256,Adjacent Bus Shelter Norwich Road Roughton Norwich,NR11 8NA,North Norfolk District,16/08/2023,No,Remove,29/11/2023,No,Remove,29/11/2023,52.88851,1.297301,NR11 8NA,ok
257,Bt Russell Centre Coniston Road Flitwick Bedford,MK45 1QY,Central Bedfordshire,16/08/2023,Yes,Remove,22/11/2023,No,Remove,22/11/2023,52.002671,-0.495951,MK45 1QY,ok
258,Junction Of Windsor Drive Lowry Drive Houghton Regis Dunstable,LU5 5SJ,Central Bedfordshire,16/08/2023,No,Remove,22/11/2023,No,Remove,22/11/2023,51.907156,-0.506833,LU5 5SJ,ok
259,Village Hall Common Road Studham Dunstable,LU6 2NQ,Central Bedfordshire,16/08/2023,Yes,Retain,22/11/2023,No,Retain,22/11/2023,51.82571,-0.522544,LU6 2NQ,ok
260,Junction Of Templewood Ave Templewood Avenue London,NW3 7XD,Camden London Borough,16/08/2023,No,Remove,16/11/2023,No,Remove,16/11/2023,51.562008,-0.185245,NW3 7XD,ok
261,Pco2 Briston Road Melton Constable,NR24 2DA,North Norfolk District,16/08/2023,No,Remove,29/11/2023,No,Remove,29/11/2023,52.856439,1.035769,NR24 2DA,ok
262,Adjacent Police Station Watling Street Hockliffe Leighton Buzzard,LU7 9NB,Central Bedfordshire,16/08/2023,Yes,Remove,22/11/2023,No,Remove,22/11/2023,51.928836,-0.583314,LU7 9NB,ok
263,Hinksley Road Flitwick Bedford,MK45 1ES,Central Bedfordshire,16/08/2023,No,Remove,22/11/2023,No,Remove,22/11/2023,52.007473,-0.488972,MK45 1ES,ok
264,Lansdowne Drive London,E8 3HB,Hackney London Borough,16/08/2023,No,Remove,15/11/2023,No,Remove,15/11/2023,51.540776,-0.062703,E8 3HB,ok
265,Outside The Beehive Pub North Road Southall,UB1 2LA,Ealing London Borough,16/08/2023,No,Remove,16/11/2023,No,Remove,16/11/2023,51.517006,-0.368756,UB1 2LA,ok
266,Outside Woolworths Market Hill Buckingham,MK18 1AA,Aylesbury Vale District,16/08/2023,No,Remove,20/11/2023,No,Remove,20/11/2023,52.000492,-0.986243,MK18 1AA,ok
267,Junc Northfield Ave Leighton Road London,W13 9EL,Ealing London Borough,16/08/2023,No,Remove,16/11/2023,No,Remove,16/11/2023,51.505598,-0.32118,W13 9EL,ok
268,Outside Greystoke Court Hanger Lane London,W5 1EN,Ealing London Borough,16/08/2023,No,Remove,16/11/2023,No,Remove,16/11/2023,51.526132,-0.293438,W5 1EN,ok
269,Outside Ashbourne Court Daubeney Road London,E5 0EJ,Hackney London Borough,16/08/2023,No,Remove,15/11/2023,No,Remove,15/11/2023,51.555287,-0.038169,E5 0EJ,ok
270,No 143 Pco2 Junction Powerscroft Chatsworth Road London,E5 0LA,Hackney London Borough,16/08/2023,No,Remove,15/11/2023,No,Remove,15/11/2023,51.556524,-0.046512,E5 0LA,ok
271,Adjacent 2 Junction Of Wadsworth Rd Aintree Road Perivale Greenford,UB6 7LA,Ealing London Borough,16/08/2023,No,Remove,16/11/2023,No,Remove,16/11/2023,51.538171,-0.316391,UB6 7LA,ok
272,Junction Of Sturt Street Shepherdess Walk Hackney London,N1 7QD,Hackney London Borough,16/08/2023,No,Remove,15/11/2023,No,Remove,15/11/2023,51.53233,-0.093269,N1 7QD,ok
273,1A Central Parade Western Avenue Perivale Greenford,UB6 8TF,Ealing London Borough,16/08/2023,No,Remove,16/11/2023,No,Remove,16/11/2023,51.533231,-0.324315,UB6 8TF,ok
